,director_name,gross
213,Charles Shyer,13395939.0
1065,Michael O. Sajbel,13391174.0
100,Atom Egoyan,13385284.0
1600,Ulu Grosbard,13376506.0
1085,Mickey Liddell,13350177.0
1602,Vadim Perelman,13308924.0
1078,Michael Wadleigh,13300000.0
480,Fred Savage,13235267.0
1482,Steve Rash,13192814.0
131,Bill Paxton,13103828.0
288,Damien Chazelle,13092000.0
1582,Tony Bill,13082288.0
406,Drew Barrymore,13034417.0
1047,Michael Dinner,13019253.0
482,Fred Walton,12947763.0
403,Douglas Aarniokoski,12801190.0
121,Benh Zeitlin,12784397.0
688,Jerry Zaks,12782508.0
628,James Isaac,12610731.0
1340,Robert Marcarelli,12610552.0
184,Bryan Barber,12549485.0
343,David Mamet,12544847.0
1529,Theodore Witcher,12514138.0
1473,Steve Carver,12200000.0
671,Jee-woon Kim,12155156.0
404,Douglas McGrath,12099494.0
242,Christine Jeffs,12055108.0
1494,Stewart Hendler,11956207.0
1260,Prachya Pinkaew,11905519.0
1133,Newt Arnold,11806119.0
1384,Rusty Cundieff,11797927.0
215,Charles T. Kanganis,11784000.0
702,Jim Hanon,11703287.0
658,Jay Duplass,11699602.0
392,Dominique Othenin-Girard,11642254.0
1079,Michael Winterbottom,11640241.0
495,Gary Halvorson,11634458.0
25,Albert Brooks,11614236.0
231,Chris Roberts,11576087.0
218,Chia-Liang Liu,11546543.0
479,Fred Durst,11508423.0
1364,Roland Joffé,11468392.0
1332,Robert Butler,11466088.0
169,Brian Klugman,11434867.0
590,Hugh Johnson,11227940.0
1601,Uwe Boll,11217772.0
432,Emilio Estevez,11204499.0
1474,Steve Gomer,11144518.0
593,Hyung-rae Shim,11119970.0
606,J.C. Chandor,11103173.0
794,Jon Kasdan,11043445.0
1147,Niels Arden Oplev,10880926.0
270,Costa-Gavras,10830495.0
478,Fred Dekker,10696210.0
130,Bill Duke,10572742.0
1066,Michael Patrick Jann,10561238.0
291,Damon Santostefano,10544143.0
993,Mark Piznarski,10494147.0
1035,Mic Rodgers,10431220.0
1059,Michael Martin,10305534.0
1593,Troy Duffy,10269307.0
1615,Wallace Wolodarsky,10198766.0
946,Louis Morneau,10149779.0
1093,Mike Disa,10134754.0
809,Jonathan Kaplan,10114315.0
564,Hark Tsui,10076136.0
1607,Victor Nunez,10056173.0
1511,Takao Okawara,10037390.0
124,Benny Boom,10017041.0
146,Bob Saget,9975684.0
742,John Curran,9843714.0
964,Mamoru Hosoda,9628751.0
427,Elia Kazan,9600000.0
687,Jerry Jameson,9557668.0
475,François Girard,9473382.0
832,Josh Schwartz,9402410.0
782,John Waters,9338802.0
876,Kenneth Lonergan,9226770.0
0,Aaron Schneider,9176553.0
1560,Tom Ford,9166863.0
1548,Tina Gordon Chism,9123834.0
986,Mark Herman,9030581.0
410,Duncan Tucker,9013113.0
1381,Russ Meyer,9000000.0
125,Benson Lee,8888355.0
164,Brian Dannelly,8786715.0
417,Ed Harris,8596914.0
1115,Mort Nathan,8586376.0
675,Jeff Kanew,8508843.0
820,Jorma Taccone,8460995.0
1476,Steve James,8362801.0
314,Darnell Martin,8134217.0
30,Alejandro Monteverde,8108247.0
1629,Wil Shriner,8080116.0
366,Davis Guggenheim,8063859.0
524,George Sidney,8000000.0
525,George Stevens,8000000.0
1633,William A. Fraker,8000000.0
936,Lexi Alexander,7948159.0
1136,Nicholas Jarecki,7918283.0
249,Christopher Leitch,7888703.0
1185,Patrick Stettner,7825820.0
649,Jason Bateman,7764027.0
601,István Szabó,7739049.0
855,Kar-Wai Wong,7722395.0
529,Gilles Paquet-Brenner,7691700.0
1043,Michael Corrente,7690595.0
676,Jeff Lowell,7563670.0
1034,Menno Meyjes,7486906.0
1577,Tommy Lee Jones,7452158.0
319,Dave Borthwick,7382993.0
896,Kevin Tenney,7369373.0
856,Karan Johar,7294138.0
394,Don Coscarelli,7282851.0
915,Lars von Trier,7261566.0
736,John Cameron Mitchell,7235268.0
1624,Werner Herzog,7182331.0
1101,Mike Mills,7101387.0
98,Asghar Farhadi,7098492.0
1152,Nnegest Likké,7059537.0
1507,Sylvain Chomet,7002255.0
1404,Scott Alexander,6982680.0
1357,Roger Avary,6944715.0
1049,Michael Dowse,6923891.0
1500,Stuart Gordon,6870758.0
636,James Ponsoldt,6851969.0
1315,Risa Bramon Garcia,6851636.0
976,Marcus Dunstan,6842058.0
817,Joon-ho Bong,6764441.0
608,J.S. Cardone,6755271.0
223,Chris Eyre,6719300.0
1586,Tony Kaye,6712241.0
1277,Raymond De Felitta,6670712.0
943,Lorene Scafaria,6619173.0
372,Debra Granik,6531491.0
834,Joshua Marston,6517198.0
1546,Timothy Björklund,6491350.0
670,Jeb Stuart,6482195.0
894,Kevin Spacey,6471114.0
281,Cyrus Nowrasteh,6462576.0
80,Anne Fontaine,6426200.0
1605,Vicky Jenson,6373693.0
76,Anna Boden,6350058.0
764,John Maybury,6301131.0
1658,Émile Gaudreault,6239558.0
200,Caroline Link,6173485.0
659,Jay Levey,6157157.0
1409,Scott Kalvert,6044618.0
1022,Matthew Robbins,6000000.0
117,Ben Lewin,5997134.0
174,Brian Trenchard-Smith,5975374.0
401,Doug Lefler,5932060.0
1018,Matt Piedmont,5895238.0
212,Charles S. Dutton,5881504.0
273,Craig Bolotin,5871603.0
1178,Patricia Cardoso,5844929.0
195,Carlos Carrera,5709616.0
370,Dean Wright,5669081.0
1439,Sngmoo Lee,5664251.0
975,Marcos Siega,5654777.0
282,Cédric Klapisch,5548136.0
1017,Matt Maiellaro,5518918.0
1514,Tamara Jenkins,5480318.0
666,Jean-Marie Poiré,5477007.0
1587,Tony Maylam,5430822.0
767,John Michael McDonagh,5359774.0
560,Hal Needham,5333658.0
1348,Robert Townsend,5228617.0
1588,Tony Richardson,5100000.0
456,Fina Torres,5018450.0
807,Jonathan Glazer,5005883.0
949,Luca Guadagnino,5004648.0
138,Blair Hayes,5002310.0
448,Eugène Lourié,5000000.0
139,Blake Edwards,5000000.0
1167,Olivier Assayas,4993383.0
1230,Peter Kassovitz,4956401.0
1113,Morgan Neville,4946250.0
1554,Todd Lincoln,4930798.0
695,Jez Butterworth,4919896.0
384,Dewey Nicks,4814244.0
1556,Todd Solondz,4771000.0
183,Bruce Paltrow,4734235.0
1111,Mitch Davis,4720371.0
371,Deb Hagan,4693919.0
1540,Tim Hunter,4600000.0
1653,Zach Cregger,4542775.0
1610,Vincent Paronnaud,4443403.0
816,Jonathan Teplitzky,4435083.0
999,Mark Tarlov,4394936.0
170,Brian Koppelman,4360548.0
436,Eric Bross,4356743.0
572,Hart Bochner,4350774.0
49,Allison Anders,4301331.0
1614,Vondie Curtis-Hall,4273372.0
1490,Steven Shainberg,4267651.0
1194,Paul Gross,4239767.0
965,Marc Abraham,4234040.0
1316,Ritesh Batra,4231500.0
7,Adam Rifkin,4193025.0
1382,Russell Crowe,4190530.0
290,Damien O'Donnell,4170647.0
1235,Peter M. Cohen,4142507.0
211,Charles Robert Carner,4131640.0
1355,Rodrigo García,4124827.0
489,Gareth Evans,4105123.0
207,Chan-wook Park,4095234.0
1253,Philip Saville,4068087.0
1643,Wolfgang Becker,4063859.0
1273,Randall Miller,4040588.0
681,Jeffrey W. Byrd,4006906.0
1353,Rodman Flender,4002955.0
1394,Sam Firstenberg,4000000.0
797,Jon Poll,3950294.0
1647,Xavier Beauvois,3950029.0
83,Anthony Hickox,3902679.0
1110,Miranda July,3885134.0
163,Brian Baugh,3773863.0
1070,Michael Radford,3752725.0
959,Mabrouk El Mechri,3749061.0
1051,Michael Haneke,3742664.0
1310,Rick de Oliveira,3713002.0
243,Christophe Barratier,3629758.0
1026,Max Joseph,3590010.0
1045,Michael Cuesta,3587475.0
459,Floria Sigismondi,3571735.0
1571,Tom Schulman,3559990.0
1099,Mike Marvin,3500000.0
685,Jeremy Saulnier,3477142.0
960,Maggie Carey,3447339.0
408,Duke Johnson,3442820.0
378,Denys Arcand,3432342.0
405,Drake Doremus,3388210.0
774,John Putch,3333823.0
944,Louis C.K.,3293258.0
696,Jill Sprecher,3287435.0
1237,Peter Medak,3275585.0
1201,Paul Schrader,3211560.0
1502,Susan Seidelman,3123749.0
1451,Stephen Carpenter,3100650.0
799,Jon Stewart,3093491.0
216,Charlie Kaufman,3081925.0
476,François Ozon,3076425.0
318,Darren Stein,3071947.0
565,Harley Cokeliss,3060858.0
1177,Patrice Leconte,3058380.0
961,Maggie Greenwald,3050934.0
1650,Yash Chopra,3047539.0
1520,Terence Davies,3041803.0
286,Daisy von Scherler Mayer,3034181.0
997,Mark Sandrich,3000000.0
1373,Rowan Joffe,2963012.0
845,Julian Schnabel,2961991.0
1612,Vincente Minnelli,2956000.0
1628,Whit Stillman,2938208.0
259,Clark Gregg,2926565.0
326,David Boyd,2859955.0
1505,Susanne Bier,2849142.0
347,David Nixon,2848578.0
1174,Paolo Sorrentino,2835886.0
570,Harry Beaumont,2808000.0
1634,William A. Graham,2807854.0
673,Jeff Franklin,2800000.0
1330,Robert B. Weide,2775593.0
1609,Vincent Gallo,2731665.0
1024,Matty Rich,2712293.0
296,Dan Rush,2711210.0
1386,Ryan Fleck,2694973.0
516,George Hickenlooper,2694236.0
1367,Ron Fricke,2601847.0
641,Jamie Babbit,2581039.0
271,Courtney Hunt,2508841.0
70,Andy Garcia,2483955.0
667,Jean-Paul Rappeneau,2353728.0
1558,Tom Brady,2331318.0
481,Fred Schepisi,2326407.0
701,Jim Goddard,2315683.0
940,Lloyd Bacon,2300000.0
92,Ari Folman,2283276.0
1532,Thomas Vinterberg,2281854.0
1656,Zal Batmanglij,2268296.0
75,Angelo Pizzo,2246000.0
515,George Gallo,2244208.0
133,Bille August,2221994.0
136,Billy Ray,2207975.0
882,Kevin Brodie,2148212.0
1642,Wilson Yip,2126511.0
431,Emile Ardolino,2119994.0
1198,Paul Mazursky,2104000.0
89,Antonia Bird,2060953.0
111,Barry W. Blaustein,2047570.0
323,David Atkins,2025238.0
1465,Sterling Van Wagenen,2024854.0
637,James Toback,2006225.0
1122,Nancy Walker,2000000.0
1155,Noel Marshall,2000000.0
978,Maria Maggenti,1977544.0
90,Antonio Banderas,1954202.0
1040,Michael Chapman,1953732.0
987,Mark Illsley,1943649.0
1537,Tim Chambers,1889522.0
300,Daniel Barber,1818681.0
1218,Peter Care,1779284.0
541,Greg Berlanti,1744858.0
957,Lynne Ramsay,1738692.0
468,Frank LaLoggia,1705139.0
197,Carlos Saura,1687311.0
875,Kenneth Johnson,1686429.0
230,Chris Paine,1677838.0
433,Eric Blakeney,1631839.0
574,Henry Alex Rubin,1523883.0
597,Ira Sachs,1506998.0
1041,Michael Cimino,1500000.0
979,Marielle Heller,1477002.0
382,Derrick Borte,1474508.0
672,Jeff Burr,1400000.0
1092,Mike Cahill,1316074.0
543,Greg Harrison,1306252.0
45,Alison Maclean,1282084.0
643,Jamie Travis,1243961.0
2,Abel Ferrara,1227324.0
451,Fabián Bielinsky,1221261.0
792,Jon Hess,1200000.0
279,Cristian Mungiu,1185783.0
1621,Wayne Beach,1181197.0
358,David Sington,1134049.0
1432,Siddiq Barmak,1127331.0
871,Kelly Reichardt,1112294.0
662,Je-kyu Kang,1110186.0
498,Gary Rogers,1098224.0
1637,William Dear,1089445.0
51,Anand Tucker,1083801.0
145,Bob Rafelson,1075288.0
1120,Nadine Labaki,1060591.0
621,James Cox,1056102.0
237,Christian Carion,1050445.0
1028,Meiert Avis,1046166.0
1354,Rodrigo Cortés,1028658.0
798,Jon Shear,1027119.0
717,Joe Cornish,1024175.0
1297,Richard Kwietniowski,1011054.0
624,James Fargo,1000000.0
388,Dick Richards,1000000.0
1208,Pawel Pawlikowski,992238.0
970,Marc Levin,982214.0
1328,Robby Henson,978908.0
453,Fenton Bailey,950286.0
962,Majid Majidi,925402.0
822,Joseph Dorman,906666.0
1259,Piyush Dinker Pandya,902835.0
144,Bob Odenkirk,900926.0
1392,Salvador Carrasco,886410.0
967,Marc Forby,883887.0
363,David Webb Peoples,882290.0
1510,Sylvio Tabet,869325.0
321,Dave McKean,864959.0
201,Carroll Ballard,860002.0
188,C. Jay Cox,851876.0
865,Katsuhiro Ôtomo,849550.0
1471,Steve Buscemi,849306.0
1377,Ruggero Deodato,800000.0
474,Franklin J. Schaffner,800000.0
1291,Richard Dutcher,798341.0
1062,Michael McGowan,795126.0
1052,Michael Herz,792966.0
1347,Robert Towne,777423.0
1106,Mike van Diem,713413.0
1278,Rebecca Miller,712294.0
650,Jason Eisener,703002.0
1576,Tomm Moore,686383.0
612,Jafar Panahi,673780.0
1159,Ol Parker,671240.0
1305,Richard Williams,669276.0
854,Kaige Chen,668171.0
561,Ham Tran,638951.0
917,Laurent Tirard,634277.0
707,Jirí Menzel,617228.0
586,Hsiao-Hsien Hou,613556.0
13,Aki Kaurismäki,611709.0
1285,Rich Cowan,609042.0
610,Jacob Aaron Estes,603943.0
1483,Steve Taylor,594904.0
803,Jonathan Caouette,592014.0
837,Joshua Seftel,578527.0
338,David Jacobson,568695.0
1002,Mars Callahan,562059.0
1005,Martin Koolhoven,542860.0
1117,Myles Berkowitz,536767.0
587,Huck Botko,535249.0
1082,Michel Leclerc,513836.0
966,Marc F. Adler,511920.0
836,Joshua Oppenheimer,484221.0
268,Corey Yuen,480314.0
59,Andrew Haigh,469947.0
457,Finn Taylor,464655.0
857,Karen Moncrieff,464126.0
217,Chatrichalerm Yukol,454255.0
1427,Shari Springer Berman,453079.0
1513,Takeshi Kitano,447750.0
616,Jamal Hill,444044.0
1566,Tom Kalin,434417.0
1112,Morgan J. Freeman,433188.0
1425,Shane Carruth,424760.0
933,Leslye Headland,418268.0
802,Jonas Åkerlund,410241.0
575,Henry Bean,406035.0
1276,Ray Lawrence,399879.0
1306,Rick Bieber,399611.0
1391,Sally Potter,396035.0
600,Isabel Coixet,395592.0
927,Lena Dunham,389804.0
1441,Spencer Susser,382946.0
1055,Michael Landon Jr.,379643.0
562,Hans Canosa,379122.0
77,Anna Muylaert,375723.0
322,David Anspaugh,375474.0
330,David Duchovny,371081.0
545,Gregor Jordan,353743.0
11,Agnieszka Holland,352786.0
313,Dario Argento,349618.0
504,Gaspar Noé,336467.0
868,Keith Gordon,336456.0
1426,Shane Meadows,327919.0
1016,Matt Dillon,325491.0
278,Craig Zobel,318622.0
1598,Udayan Prasad,317040.0
1245,Petter Næss,313436.0
973,Marco Kreuzpaintner,309218.0
39,Alex Zamm,306715.0
952,Lucrecia Martel,304124.0
1448,Stefan Schwartz,302204.0
54,Andrew Currie,298110.0
440,Eric Schaeffer,295468.0
85,Anthony Powell,287761.0
423,Efram Potelle,279282.0
887,Kevin Jordan,277233.0
34,Alex Gibney,274661.0
14,Akira Kurosawa,269061.0
1338,Robert Lee King,265107.0
791,Jon Gunn,257210.0
66,André Øvredal,252652.0
1126,Neema Barnette,243347.0
488,Gareth Edwards,237301.0
1292,Richard E. Grant,233103.0
911,Lance Hool,229311.0
294,Dan Harris,228524.0
1031,Mel Smith,226792.0
552,Guillaume Canet,224891.0
1333,Robert Cary,220234.0
132,Bill Plympton,203134.0
1538,Tim Heidecker,200803.0
918,Laurie Collyer,198407.0
1526,Thaddeus O'Sullivan,196067.0
909,Lajos Koltai,195888.0
674,Jeff Garlin,194568.0
198,Carmen Marron,178739.0
1534,Ti West,178160.0
22,Alan Rudolph,175370.0
838,Joshua Tickell,173783.0
178,Bruce Campbell,173066.0
208,Charles Chaplin,163245.0
1083,Michel Orion Scott,155984.0
454,Fernando León de Aranoa,146402.0
951,Lucky McKee,145540.0
1162,Ole Christian Madsen,145109.0
1191,Paul Crowder,144431.0
1303,Richard Raymond,143653.0
380,Deon Taylor,143000.0
252,Christopher Smith,136432.0
576,Henry Hobson,131175.0
1226,Peter Ho-Sun Chan,128978.0
937,Li Zhang,127437.0
63,Andrew Wilson,127144.0
950,Lucio Fulci,126387.0
19,Alan Metter,126247.0
1134,Nicholas Fackler,124720.0
912,Lance Mungia,124494.0
299,Daniel Algrant,121972.0
254,Chuan Lu,119922.0
1213,Pete Jones,119841.0
730,Joey Lauren Adams,117560.0
623,James Dodson,115504.0
1570,Tom Putnam,111300.0
913,Larry Blamire,110536.0
1266,Rachel Perkins,110029.0
971,Marc Schölermann,108662.0
12,Agnieszka Wojtowicz-Vosloo,108229.0
851,Justin Kerrigan,104257.0
536,Goran Dukic,104077.0
1585,Tony Jaa,102055.0
6,Adam Rapp,101228.0
588,Hue Rhodes,100669.0
848,Julio DePietro,100503.0
1279,Reed Cowan,99851.0
1262,Quentin Dupieux,98017.0
787,Johnny Remo,96734.0
1447,Stefan Ruzowitzky,94252.0
863,Katherine Dieckmann,92900.0
1488,Steven R. Monroe,92401.0
109,Barry Skolnick,92191.0
532,Giuseppe Tornatore,85433.0
558,Gérard Krawczyk,81525.0
37,Alex Rivera,75727.0
1388,Ryûhei Kitamura,73548.0
303,Daniel Lee,72413.0
1046,Michael D. Sellers,71904.0
1501,Stéphane Aubier,71442.0
1042,Michael Clancy,70527.0
1169,Oren Moverman,66637.0
241,Christian Volckman,63260.0
122,Benjamin Dickinson,62480.0
414,E.L. Katz,59379.0
906,Kurt Voss,58936.0
356,David Schwimmer,58214.0
1173,Panos Cosmatos,56129.0
1341,Robert Moresco,53481.0
635,James Mottern,52166.0
94,Arie Posin,49526.0
786,Johnnie To,49413.0
1144,Nick Tomnay,48430.0
1462,Stephen Milburn Anderson,46451.0
1012,Mary McGuckian,42880.0
157,Brandon Trost,40557.0
648,Jason Alexander,39852.0
1119,Nacho Vigalondo,38108.0
1242,Peter Stebbings,37606.0
1655,Zak Penn,36830.0
1389,S.R. Bindler,36497.0
723,Joe Swanberg,30084.0
390,Dito Montiel,28870.0
522,George Ratliff,27445.0
477,François Truffaut,26893.0
485,Fritz Lang,26435.0
1143,Nick Love,26345.0
119,Ben Wheatley,26297.0
434,Eric Bress,23947.0
1375,Ruairi Robinson,23838.0
1604,Vicente Amorim,23091.0
941,Lloyd Kaufman,23000.0
582,Hitoshi Matsumoto,22770.0
15,Akiva Goldsman,22451.0
614,Jake Paltrow,20380.0
859,Karim Aïnouz,20262.0
862,Kat Coiro,20186.0
285,Dagur Kári,19959.0
810,Jonathan Kesselman,19539.0
1063,Michael Meredith,19348.0
703,Jim Mickle,18469.0
1175,Pascal Arnold,18435.0
1163,Oliver Blackburn,18378.0
904,Klaus Menzel,16066.0
744,John Duigan,15593.0
96,Arthur Hiller,15447.0
1284,Rich Christiano,15278.0
1397,Sam Peckinpah,14873.0
1414,Scott Ziehl,13493.0
38,Alex Smith,13134.0
464,Franck Khalfoun,12843.0
592,Hunter Richards,12667.0
287,Damian Nieman,10696.0
439,Eric Nicholas,10018.0
1171,Orson Welles,7927.0
1270,Ramaa Mosley,6643.0
559,Hal Haberman,6387.0
1410,Scott Marshall,5561.0
418,Eddie O'Flaherty,5199.0
1269,Ralph Ziman,4958.0
815,Jonathan Newman,4756.0
1657,Álex de la Iglesia,3607.0
182,Bruce McDonald,3478.0
3,Adam Goldberg,2580.0
179,Bruce Dellis,2468.0
1190,Paul Bunnell,2436.0
32,Alex Craig Mann,1332.0
1311,Ricki Stern,1111.0
473,Frank Whaley,703.0
424,Ekachai Uekrongtham,162.0
